"Token", "Item Name", "Description", "Category", "SKU", "Variation Name", "Price", "Enabled Fraser Highland Shoppe", "Current Quantity Fraser Highland Shoppe", "New Quantity Fraser Highland Shoppe", "Stock Alert Enabled Fraser Highland Shoppe", "Stock Alert Count Fraser Highland Shoppe", "Price Fraser Highland Shoppe", "Enabled DEVEL", "Current Quantity DEVEL", "New Quantity DEVEL", "Stock Alert Enabled DEVEL", "Stock Alert Count DEVEL", "Price DEVEL", "Tax - GST (5%)"
,"Royal Stewart Sport Kilt Size 44 5 Yard 10oz 70% wool","Royal Stewart Sport Kilt Size 44 5 Yard 10oz 70% wool",Kilt,Sportkilt-RS-44,Regular,214.28,Y,1,1,Y,0,,N,,,,,,Y
,"Royal Stewart Sport Kilt Size 46 5 Yard 10oz 70% wool","Royal Stewart Sport Kilt Size 46 5 Yard 10oz 70% wool",Kilt,Sportkilt-RS-46,Regular,214.28,Y,1,1,Y,0,,N,,,,,,Y
,"Royal Stewart Sport Kilt Size 48 5 Yard 10oz 70% wool","Royal Stewart Sport Kilt Size 48 5 Yard 10oz 70% wool",Kilt,Sportkilt-RS-48,Regular,214.28,Y,1,1,Y,0,,N,,,,,,Y
,"Royal Stewart Sport Kilt Size 50 5 Yard 10oz 70% wool","Royal Stewart Sport Kilt Size 50 5 Yard 10oz 70% wool",Kilt,Sportkilt-RS-50,Regular,214.28,Y,0,0,Y,0,,N,,,,,,Y
,"X black utility kilt","Utility kilt meeting the demand of new fashion and society.  

At every side there is a symbol of X with crone studs, at front, at back flop, at side. 

Some key features are as follows. -
Front stylish apron with 9 studs of X design.
side pocket and back flop also has the X design.

Pure Black 100% cotton is very light and soft to touch.

kilt length is 24 inches",Kilt,kilt-util-black-x,Regular,142.86,Y,0,0,Y,0,,N,,,,,,Y
,"Bubble Top Hose Black Child","Bubble top Black hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-B-C,Regular,30.00,Y,3,3,Y,0,,N,,,,,,Y
,"Bubble Top Hose Black Large","Bubble top Black hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-B-L,Regular,30.00,Y,4,4,Y,1,,N,,,,,,Y
,"Bubble Top Hose Black Medium","Bubble top Black hose

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-B-M,Regular,30.00,Y,2,2,Y,1,,N,,,,,,Y
,"Bubble Top Hose Black Small","Bubble top Black hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-B-S,Regular,30.00,Y,3,3,Y,0,,N,,,,,,Y
,"Bubble Top Hose Green Large","Large Bubble top Green hose

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-G-L,Regular,30.00,Y,0,0,Y,1,,N,,,,,,Y
,"Bubble Top Hose Green Medium","Medium Bubble top Green hose

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-G-M,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Bubble Top Hose Green Small","Small Bubble top Green hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-G-S,Regular,30.00,Y,1,1,Y,0,,N,,,,,,Y
,"Bubble Top Hose Off White Child","Child Bubble top Off White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-OW-C,Regular,30.00,Y,4,4,Y,1,,N,,,,,,Y
,"Bubble Top Hose Off White Large","Large Bubble top Off White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-OW-L,Regular,30.00,Y,2,2,Y,0,,N,,,,,,Y
,"Bubble Top Hose Off White Medium","Medium Bubble top Off White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-OW-M,Regular,30.00,Y,1,1,Y,1,,N,,,,,,Y
,"Bubble Top Hose Off White Small","Small Bubble top Off White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-OW-S,Regular,30.00,Y,2,2,Y,0,,N,,,,,,Y
,"Bubble Top Hose White Child&#039;s","Child&#039;s Bubble top White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-W-C,Regular,30.00,Y,3,3,Y,1,,N,,,,,,Y
,"Bubble Top Hose White Large","Large Bubble top White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-W-L,Regular,30.00,Y,2,2,Y,1,,N,,,,,,Y
,"Bubble Top Hose White Medium","Medium Bubble top White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-W-M,Regular,30.00,Y,2,2,Y,1,,N,,,,,,Y
,"Bubble Top Hose White Small","Small Bubble top White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","Kilt Hose",U-HT-W-S,Regular,30.00,Y,3,3,Y,0,,N,,,,,,Y
,"Diced Hose Tops Blue with White","Blue and White Diced Hose Tops.
Fit comfortably over you socks under your spats.

Acrylic wool - 40 deg wash - do not spin - reshape and dry flat

Small: Calf 12"" Length 11.5""           Medium: Calf 13"" Length 12""
Large: Calf 14"" Length 12.5""          
XL: Calf 15"" Length 13.5""
    
","Kilt Hose",hose-top-blue-white,Regular,60.00,Y,1,1,Y,0,,N,,,,,,Y
,"Diced Hose Tops Red with Black","Red and Black Diced Hose Tops.
Fit comfortably over you socks under your spats.

Acrylic wool - 40 deg wash - do not spin - reshape and dry flat

Small: Calf 12"" Length 11.5""           Medium: Calf 13"" Length 12""
Large: Calf 14"" Length 12.5""          
XL: Calf 15"" Length 13.5""
    
","Kilt Hose",hose-top-red-black,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Diced Hose Tops Red with Green","Red and Green Diced Hose Tops.
Fit comfortably over you socks under your spats.

Acrylic wool - 40 deg wash - do not spin - reshape and dry flat

Small: Calf 12"" Length 11.5""           Medium: Calf 13"" Length 12""
Large: Calf 14"" Length 12.5""          
XL: Calf 15"" Length 13.5""
    
","Kilt Hose",hose-top-red-green,Regular,60.00,Y,1,1,Y,0,,N,,,,,,Y
,"Diced Hose Tops Red with White","Red and White Diced Hose Tops.
Fit comfortably over you socks under your spats.

Acrylic wool - 40 deg wash - do not spin - reshape and dry flat

Small: Calf 12"" Length 11.5""           Medium: Calf 13"" Length 12""
Large: Calf 14"" Length 12.5""          
XL: Calf 15"" Length 13.5""
    
","Kilt Hose",hose-top-red-white,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Hose Flashes","hose flashes pair - These flashes come with an elastic garter. They are available in various colors and tartans. ","Kilt Hose",U-FLSH,Regular,19.05,Y,11,11,Y,1,,N,,,,,,Y
,"Hose Flashes","hose flashes pair - These flashes come with an elastic garter. They are available in various colors and tartans. ","Kilt Hose",U-FLSH-BLACK,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Hose Flashes","hose flashes pair - These flashes come with an elastic garter. They are available in various colors and tartans. ","Kilt Hose",U-FLSH-BLUE,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Hose Flashes","hose flashes pair - These flashes come with an elastic garter. They are available in various colors and tartans. ","Kilt Hose",U-FLSH-FRASER,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Hose Flashes","hose flashes pair - These flashes come with an elastic garter. They are available in various colors and tartans. ","Kilt Hose",U-FLSH-Red,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Hose White Large","Lochcarron of Scotland Kilt Hose, White, Large","Kilt Hose",khn/pwh/l,Regular,59.95,Y,0,0,Y,1,,N,,,,,,Y
,"Bagpipe Lapel Pin","Bagpipe Lapel Pin &#150; plated pin in gold colour. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-Bagpipe-Gold,Regular,4.05,Y,3,3,Y,0,,N,,,,,,Y
,"Canadian Flag and Bagpipes Lapel Pin","Canadian Flag and Bagpipes Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-cdn-bagpipe,Regular,4.05,Y,3,3,Y,0,,N,,,,,,Y
,"Celtic Cross Lapel Pin","Celtic Cross Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-celticcross,Regular,4.05,Y,5,5,Y,0,,N,,,,,,Y
,"Celtic Knot Lapel Pin","Celtic Knot Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-CelticKnot,Regular,4.05,Y,3,3,Y,0,,N,,,,,,Y
,"Dancing Ghillies Lapel Pin","Dancing Ghillies Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-ghillies-dancing,Regular,4.05,Y,3,3,Y,0,,N,,,,,,Y
,"Drum Major Lapel Pin","Drum Major Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-DM,Regular,4.05,Y,2,2,Y,0,,N,,,,,,Y
,"Drummer Lapel Pin","Drummer Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-Drummer,Regular,4.05,Y,2,2,Y,0,,N,,,,,,Y
,"Gold Drum Lapel Pin","Drum Lapel Pin ? plated pin in gold colour. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-drum-gold,Regular,4.05,Y,2,2,Y,0,,N,,,,,,Y
,"Harp Lapel Pin","Harp Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-harp,Regular,4.05,Y,2,2,Y,0,,N,,,,,,Y
,"LapelPin ? Maple Leaf","LapelPin ? Maple Leaf","Lapel Pins",LapelPin-ML-1,Regular,6.00,Y,0,0,Y,0,,N,,,,,,Y
,"Painted Bagpipes Lapel Pin","Painted Bagpipes Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-pipes-painted,Regular,4.05,Y,2,2,Y,0,,N,,,,,,Y
,"Painted Scottie Dog Lapel Pin","Scottie Dog Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-scottie-painted,Regular,4.05,Y,5,5,Y,0,,N,,,,,,Y
,"Rampant Lion Lapel Pin","Rampant Lion Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-rampant,Regular,4.05,Y,3,3,Y,0,,N,,,,,,Y
,"Shamrock Lapel Pin","Shamrock Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-shamrock,Regular,4.05,Y,3,3,Y,0,,N,,,,,,Y
,"Stag Head Lapel Pin","Stag Head Lapel Pin. Lapel Pins are colorful pins that are a discreet and fun way to show your pride. They can be worn on ball caps, coat, lapels and more.","Lapel Pins",LP-stag,Regular,4.05,Y,3,3,Y,0,,N,,,,,,Y
,"507S Flute Case ","507S Flute Case ","Marching Band",KC-09A,Regular,75.00,Y,0,0,Y,0,,N,,,,,,Y
,"Jupiter Flute ","Jupiter Flute ","Marching Band",507s,Regular,750.00,Y,0,0,Y,0,,N,,,,,,Y
,"Jupiter Flute w/KC-09","Jupiter Flute w/KC-09","Marching Band",EZ-507S,Regular,550.00,Y,0,0,Y,0,,N,,,,,,Y
,"March Pack Flip Folder","Universal flip folder that help to hold sheet music while reducing glare. Can be used with any flip folder holder","Marching Band",marchpack,Regular,8.57,Y,0,0,Y,0,,N,,,,,,Y
,"Nuova alto sax w/case","Nuova alto sax w/case

 Comes in a form-fitted zippered cordura case with a shoulder strap for easy transport and protection
The NAS-3GL is made of Gold-lacquered Brass with brass-lacquered keys","Marching Band",NAS-3GL,Regular,750.00,Y,0,0,Y,0,,N,,,,,,Y
,"Nuova Bb Trumpet w/case","Nuova Bb Trumpet w/case

 Comes in a form-fitted zippered cordura case with a shoulder strap for easy transport and protection
The NTR-3L is made of finished lacquered brass and features stainless steel valves","Marching Band",NTR-3L,Regular,410.00,Y,0,0,Y,0,,N,,,,,,Y
,"Nuova clarinet w/case ","Nuova clarinet w/case 

 Comes in a form-fitted zippered cordura case with a shoulder strap for easy transport and protection
This Clarinet features nickel-plated keys and has a .584"" bore","Marching Band",NCL-3N,Regular,325.00,Y,0,0,Y,0,,N,,,,,,Y
,"Nuova flute w/case ","Nuova flute w/case 

 Comes in a form-fitted zippered cordura case with a shoulder strap for easy transport and protection
The NFL-3S features silver-plated plateau keys and an offset G key.","Marching Band",NFL-3S,Regular,325.00,Y,0,0,Y,0,,N,,,,,,Y
,"Nuova trombone w/case","Nuova trombone w/case

 Comes in a form-fitted zippered cordura case with a shoulder strap for easy transport and protection
The NSL-3L is made of finished lacquered brass and features a brass outer slide","Marching Band",NSL-3L,Regular,495.00,Y,0,0,Y,0,,N,,,,,,Y
,"Sinclair Trumpet","Sinclair Trumpet","Marching Band",trumpet-str2500,Regular,261.90,Y,0,0,Y,0,,N,,,,,,Y
,"Hardcase HN28W Hard Sided Case","The HN28W is ideal for protecting your valuable musical instruments and accessories from stands, stools, sticks, mallets and so much more!  Heavy duty wheels make this case versatile. 28x10x10 inches","Music Accessories",HN28W,Regular,224.95,Y,0,0,Y,0,,N,,,,,,Y
,"High Fidelity Ear Plugs (Dark)","The world?s highest fidelity non-custom earplugs. Configured to replicate the natural response of the ear canal so that sound is reproduced exactly as the ear would hear it, only quieter. Clarity of speech and richness of music are preserved.","Music Accessories",Z-EarplugD,Regular,28.57,Y,0,0,Y,0,,N,,,,,,Y
,"High Fidelity Ear Plugs (Light)","The world?s highest fidelity non-custom earplugs. Configured to replicate the natural response of the ear canal so that sound is reproduced exactly as the ear would hear it, only quieter. Clarity of speech and richness of music are preserved.","Music Accessories",Z-EarplugL,Regular,28.57,Y,0,0,Y,0,,N,,,,,,Y
,"Korg Microkey","37 Velocity sensitive USB Midi keyboard.
Pitch bend and modulation joystick,","Music Accessories",midi-korg,Regular,120.00,Y,0,0,Y,0,,N,,,,,,Y
,"Low Z Microphone Cable","Low Z Microphone Cable","Music Accessories",BML25,Regular,16.19,Y,0,0,Y,0,,N,,,,,,Y
,Microphone,"Microphone with Cable","Music Accessories",PM850,Regular,66.66,Y,0,0,Y,0,,N,,,,,,Y
,"Profile Microphone Stand","Profile Microphone Stand - does not include clip","Music Accessories",MCS600,Regular,49.95,Y,0,0,Y,0,,N,,,,,,Y
,"Profile Rubberized Tapered Mic Clip","Profile Rubberized Tapered Mic Clip","Music Accessories",MHB702,Regular,5.25,Y,1,1,Y,0,,N,,,,,,Y
,"Vic Firth High Fidelity Ear Plugs (Large)","The world?s highest fidelity non-custom earplugs. Configured to replicate the natural response of the ear canal so that sound is reproduced exactly as the ear would hear it, only quieter. Clarity of speech and richness of music are preserved rather than m","Music Accessories",VF-Earplugl,Regular,38.09,Y,7,7,Y,0,,N,,,,,,Y
,"Vic Firth High Fidelity Ear Plugs (Regular)","The world?s highest fidelity non-custom earplugs. Configured to replicate the natural response of the ear canal so that sound is reproduced exactly as the ear would hear it, only quieter. Clarity of speech and richness of music are preserved rather than m","Music Accessories",VF-Earplugr,Regular,38.09,Y,4,4,Y,2,,N,,,,,,Y
,"Wi Digital AudioLink","2.4Ghz audio transmission system.","Music Accessories",wi-dig-audiolink,Regular,250.00,Y,1,1,Y,0,,N,,,,,,Y
,"Zildjian Earplugs (Dark)","Made from soft, strong, hypoallergenic silicone.  You will be able to hear all of the high notes, and your friend speaking to you, while the music roars.  Multiple filters (NRR 11/14) improve sound clarity in loud environments where more protection is required.

Comfortably wear them all day without them falling out of your ears.  Relax, no one knows you are wearing earplugs. The patented pull tab of the earplugs allow you to easily insert the plug to the point where it disappears and then remove the plug easily from the ear.

Durable carabiner case will keep your set of three earplugs clipped to your key ring, stick bag, or cymbal bag

One size fits most

Available in three skin tones - light, tan, dark
","Music Accessories",Z-plugsd,Regular,28.57,Y,2,2,Y,0,,N,,,,,,Y
,"Zildjian Earplugs (Light)","Made from soft, strong, hypoallergenic silicone.  You will be able to hear all of the high notes, and your friend speaking to you, while the music roars.  Multiple filters (NRR 11/14) improve sound clarity in loud environments where more protection is required.

Comfortably wear them all day without them falling out of your ears.  Relax, no one knows you are wearing earplugs. The patented pull tab of the earplugs allow you to easily insert the plug to the point where it disappears and then remove the plug easily from the ear.

Durable carabiner case will keep your set of three earplugs clipped to your key ring, stick bag, or cymbal bag

One size fits most

Available in three skin tones - light, tan, dark
","Music Accessories",Z-plugsl,Regular,28.57,Y,0,0,Y,0,,N,,,,,,Y
,"Zildjian Earplugs (Tan)","Made from soft, strong, hypoallergenic silicone.  You will be able to hear all of the high notes, and your friend speaking to you, while the music roars.  Multiple filters (NRR 11/14) improve sound clarity in loud environments where more protection is required.

Comfortably wear them all day without them falling out of your ears.  Relax, no one knows you are wearing earplugs. The patented pull tab of the earplugs allow you to easily insert the plug to the point where it disappears and then remove the plug easily from the ear.

Durable carabiner case will keep your set of three earplugs clipped to your key ring, stick bag, or cymbal bag

One size fits most

Available in three skin tones - light, tan, dark
","Music Accessories",Z-plugst,Regular,28.57,Y,0,0,Y,0,,N,,,,,,Y
,"""How To"" Manual for Bagpipes","""How To"" Manual for The Bagpipe - by Major Archie Cairns.  It is perfect for anyone who would like to learn how to play the bagpipes.","Music Books",BM-B-ACH,Regular,30.00,Y,0,0,Y,1,,N,,,,,,Y
,"Antipodes Vol. 1","Antipodes Volume 1 - The Antipodes Collection of music is compiled by Mark Saul. There is a lot of modern music in here. A lot of the tunes in these books were made popular by the Victoria Police Pipe Band. Some of the tunes listed in these books have fas","Music Books",BM-B-MS1,Regular,35.00,Y,1,1,Y,1,,N,,,,,,Y
,"Antipodes Vol. 2","Antipodes Volume 2 - The Antipodes Collection of music is compiled by Mark Saul. There is a lot of modern music in here. A lot of the tunes in these books were made popular by the Victoria Police Pipe Band. Some of the tunes listed in these books have fas","Music Books",BM-B-MS2,Regular,35.00,Y,1,1,Y,1,,N,,,,,,Y
,"Antipodes Vol. 3","Antipodes Volume 3 - The Antipodes Collection of music is compiled by Mark Saul. Volume three contains some of his most recent compositions as played by Simon Fraser University Pipe Band and The Scottish Power Pipe Band. ","Music Books",BM-B-MS3,Regular,35.00,Y,1,1,Y,1,,N,,,,,,Y
,"Bruce Gandy Vol. 1","Bruce Gandy Book 1 - This collection of tunes from Bruce Gandy feature tunes from Bruce and some of his friends. This collection has an interesting collection of the marches strathspeys reels jigs and hornpipes with the history of many of the tunes.","Music Books",BM-B-BG1,Regular,19.05,Y,1,1,Y,1,,N,,,,,,Y
,"Bruce Gandy Vol. 2","Bruce Gandy Book 2 - This collection of tunes from Bruce Gandy feature tunes from Bruce and some of his friends. This collection has an interesting collection of the marches strathspeys reels jigs and hornpipes with the history of many of the tunes.","Music Books",BM-B-BG2,Regular,19.05,Y,1,1,Y,1,,N,,,,,,Y
,"Bruce Gandy Vol. 3","Bruce Gandy Book 3 - This collection of tunes from Bruce Gandy feature tunes from Bruce and some of his friends. This collection has an interesting collection of the marches strathspeys reels jigs and hornpipes with the history of many of the tunes.","Music Books",BM-B-BG3,Regular,19.05,Y,1,1,Y,1,,N,,,,,,Y
,"Bruce Gandy Vol. 4","Bruce Gandy Book 4 - This collection of tunes from Bruce Gandy feature tunes from Bruce and some of his friends. This collection has an interesting collection of the marches strathspeys reels jigs and hornpipes with the history of many of the tunes.","Music Books",BM-B-BG4,Regular,19.05,Y,1,1,Y,1,,N,,,,,,Y
,"College of Piping Piobaireachd","The college of piping Volume Piobaireachd Edition is a comprehensive tutor on learning to Piobaireachd. It comes with a free cd that gives you audio example of how this music should sound. This tutor will teach you about the proper technique and give you a basic understanding of canntaireachd (mouth music) ","Music Books",BM-B-CoPP,Regular,35.71,Y,1,1,Y,0,,N,,,,,,Y
,"College of Piping Tutor V1","The college of piping Volume 1. This is by far one of the best selling bagpipe tuition books. It has been the starting point for a lot of today&#039;s great pipers. This book comes with a cd help you learn. There are 3 books in this series to teach you ho","Music Books",BM-B-CoP1,Regular,36.19,Y,2,2,Y,2,,N,,,,,,Y
,"College of Piping Tutor V2","The college of piping Volume 2. This book is a continuation on book one. The book comes with a DVD. This book features a lot of information on bagpipe maintenance and it is fairly comprehensive. Learn how to tune your bagpipe, handle reeds, tie in a bag and how strike in your pipes and much more. This is a book that beginner and advanced pipers will benefit from. ","Music Books",BM-B-CoP2,Regular,35.71,Y,1,1,Y,0,,N,,,,,,Y
,"College of Piping Tutor V3","The college of piping Volume 1. This is by far one of the best selling bagpipe tuition books. It has been the starting point for a lot of today&#039;s great pipers. This book comes with a cd help you learn. There are 3 books in this series to teach you ho","Music Books",BM-B-CoP3,Regular,35.71,Y,1,1,Y,0,,N,,,,,,Y
,"Fred Morrison Collection","Fred Morrison Collection - Following many requests Fred has released a book of some of his tunes. He is in constant demand and his music has been recorded throughout many music Genre&#039;s. This is a great book that stretches the boundary&#039;s.","Music Books",BM-B-FM2,Regular,40.00,Y,1,1,Y,1,,N,,,,,,Y
,"Gordon Duncan Tune Book","Gordon Duncan Tune Book - This book of contains some of Gordon Duncan&#039;s best compositions that he compiled over his short life. Along with lots of great tunes the book contains a number of photographs. There are tunes for players of all levels.","Music Books",BM-B-GD,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Gordon Duncan Tune Book 2","Following the success of the original book in 2007, many compositions were missed out. However there was not enough to create a book on that alone, so the trust decided to use the &#039;missing tunes&#039; and some of Gordon&#039;s more iconic arrangements to create Gordon Duncan&#039;s Tunes Book 2.

This includes, the infamous arrangement of AC/DCs ""Thunderstruck"", in full.","Music Books",BM-B-GD2,Regular,50.00,Y,1,1,Y,0,,N,,,,,,Y
